rank,fit_score,stars,language,full_name,url,fit_tags,pushed_at,description
205,174,912,TypeScript,ixartz/Astro-boilerplate,https://github.com/ixartz/Astro-boilerplate,starter;boilerplate;starter-kit;erp,2025-08-31T15:10:55Z,🚀 Astro boilerplate with responsive blog and portfolio template using TypeScript and React styled with Tailwind CSS ⚡️ Made with developer experience first: TypeScript + ESLint + Prettier + Husky + Lint-Staged + Commitlint + VSCode
206,174,511,TypeScript,wataru-maeda/react-native-boilerplate,https://github.com/wataru-maeda/react-native-boilerplate,starter;boilerplate;starter-kit;erp;cursor,2026-07-26T14:25:02Z," Production-ready React Native boilerplate for iOS, Android,   and Web with Expo SDK 54, React 19.1, Expo Router v6, Redux   Toolkit, TypeScript, and AI-optimized development   (Claude/Cursor). Features modern architecture, static web   rendering, and automated deployment workflows."
207,174,516,TypeScript,zeon-studio/nextplate,https://github.com/zeon-studio/nextplate,starter;boilerplate;starter-kit;erp,2026-07-25T04:22:01Z,Nextplate is a free starter template built with Next.js and TailwindCSS. It provides you with almost everything you need to jump-start your Next.js project. Try Nextplate and save yourself hours of work.
208,174,5109,TypeScript,steven-tey/precedent,https://github.com/steven-tey/precedent,starter;boilerplate;erp;auth,2024-10-02T20:28:59Z,"An opinionated collection of components, hooks, and utilities for your Next.js project."
209,174,519,TypeScript,NextAdminHQ/nextjs-admin-dashboard,https://github.com/NextAdminHQ/nextjs-admin-dashboard,starter;boilerplate;erp;admin-dashboard,2026-07-20T10:17:45Z,"Next.js admin dashboard template and  UI components that come with pre-built elements, components, pages, high-quality design, integrations, and much more."
210,174,496,TypeScript,nellavio/nellavio,https://github.com/nellavio/nellavio,starter;boilerplate;erp;auth;admin-dashboard,2026-04-12T02:53:19Z,"🚀 Next.js dashboard starter with auth, i18n, RBAC, 18 pages and 90+ UI components"
211,174,5584,TypeScript,devias-io/material-kit-react,https://github.com/devias-io/material-kit-react,auth;admin-dashboard,2025-06-10T19:21:16Z,"React Dashboard made with Material UI’s components. Our pro template contains features like TypeScript version, authentication system with Firebase and Auth0 plus many other "
212,174,523,TypeScript,lannodev/angular-tailwind,https://github.com/lannodev/angular-tailwind,starter;starter kit;admin-dashboard,2026-06-23T10:56:15Z,"Angular & Tailwind CSS Admin Dashboard Starter Kit, Free and Open Source"
213,174,504,TypeScript,Davronov-Alimardon/canva-clone,https://github.com/Davronov-Alimardon/canva-clone,saas;auth;stripe;subscription,2026-03-06T15:30:14Z,"A feature-rich graphic design SaaS platform with an intuitive editor for template customization, text/shape manipulation, and advanced drawing tools. Includes secure Stripe subscriptions and AI-powered image generation background removal. Built with Next.js 14, React, and TailwindCSS."
214,174,5410,TypeScript,ATH-MaaS/ComfyUI-Copilot,https://github.com/ATH-MaaS/ComfyUI-Copilot,,2026-04-07T04:23:08Z,An AI-powered custom node for ComfyUI designed to enhance workflow automation and provide intelligent assistance
215,174,22327,TypeScript,winfunc/opcode,https://github.com/winfunc/opcode,cursor,2025-10-16T12:05:56Z,"A powerful GUI app and Toolkit for Claude Code - Create custom agents, manage interactive Claude Code sessions, run secure background agents, and more."
216,174,3369,TypeScript,strukto-ai/mirage,https://github.com/strukto-ai/mirage,,2026-07-29T10:50:40Z,The World's First Unified Virtual Filesystem For AI Agents
217,174,1799,TypeScript,MicrosoftDocs/mcp,https://github.com/MicrosoftDocs/mcp,mcp,2026-07-25T12:05:54Z,"Official Microsoft Learn MCP Server and CLI tool – powering LLMs and AI agents with real-time, trusted Microsoft docs & code samples."
218,173,4940,TypeScript,FellouAI/eko,https://github.com/FellouAI/eko,,2026-03-03T10:22:49Z,Eko (Eko Keeps Operating) - Build Production-ready Agentic Workflow with Natural Language - eko.fellou.ai
219,173,4493,TypeScript,async-labs/saas,https://github.com/async-labs/saas,saas;boilerplate;erp,2025-03-21T18:07:06Z,"Build your own SaaS business with SaaS boilerplate. Productive stack: React, Material-UI, Next, MobX, WebSockets, Express, Node, Mongoose, MongoDB. Written with TypeScript."
220,173,555,TypeScript,marcoaapfortes/Mantic.sh,https://github.com/marcoaapfortes/Mantic.sh,mcp;cursor,2026-07-13T22:57:18Z,A structural code search engine for Al agents.
221,172,3972,TypeScript,kriasoft/graphql-starter-kit,https://github.com/kriasoft/graphql-starter-kit,starter;boilerplate;starter-kit;erp,2024-11-10T20:45:45Z,"💥  Monorepo template (seed project) pre-configured with GraphQL API, PostgreSQL, React, and Joy UI."
222,172,721,TypeScript,suren-atoyan/react-pwa,https://github.com/suren-atoyan/react-pwa,starter;boilerplate;starter kit;erp,2026-01-22T00:23:30Z,Starter kit for modern web applications
223,172,689,TypeScript,ixartz/Next-js-Blog-Boilerplate,https://github.com/ixartz/Next-js-Blog-Boilerplate,starter;boilerplate;starter-kit;erp,2025-08-31T15:10:05Z,"🚀 Nextjs Blog Boilerplate is starter code for your blog based on Next framework. ⚡️ Made with Nextjs 12, TypeScript, ESLint, Prettier, PostCSS, Tailwind CSS 3."
224,172,1734,TypeScript,proma-ai/Proma,https://github.com/proma-ai/Proma,chatbot,2026-07-29T14:53:34Z,"Proma brings a seamless general-purpose Agent experience to your workflow. Built for 100× professionals and the proactive Agent era, it supports Claude and Pi runtimes, Feishu group chats, and any LLM provider."
225,172,1956,TypeScript,alpic-ai/skybridge,https://github.com/alpic-ai/skybridge,mcp,2026-07-29T14:50:21Z,Skybridge is a full-stack TypeScript framework for MCP Apps and ChatGPT Apps. Type-safe. React-powered. Platform-agnostic.
226,172,674,TypeScript,xynehq/xyne,https://github.com/xynehq/xyne,erp,2026-07-25T17:32:47Z,AI-first Search & Answer Engine for work. Open-source alternative to Glean.
227,172,1027,JavaScript,Javis603/token-monitor,https://github.com/Javis603/token-monitor,self-hosted;cursor,2026-07-29T16:15:37Z,"Real-time token, cost, and AI limits widget with multi-device sync for Claude Code, Codex, OpenCode, Hermes, OpenClaw, Cursor, Antigravity and more. | 为 AI Tools 打造的即时Token、成本与限额监控桌面组件，支持多设备同步"
228,171,621,TypeScript,alifarooq9/launchmvpfast,https://github.com/alifarooq9/launchmvpfast,saas;starter;boilerplate;starter-kit;erp,2025-08-10T17:42:38Z,"Starterkits, components, ui blocks"
229,171,1288,TypeScript,SmythOS/sre,https://github.com/SmythOS/sre,mcp,2026-04-03T05:31:50Z,"The SmythOS Runtime Environment (SRE) is an open-source, cloud-native runtime for agentic AI. Secure, modular, and production-ready, it lets developers build, run, and manage intelligent agents across local, cloud, and edge environments."
230,171,3960,TypeScript,TabularisDB/tabularis,https://github.com/TabularisDB/tabularis,mcp;cursor,2026-07-29T18:54:13Z,"Open-source desktop SQL workspace for PostgreSQL, MySQL/MariaDB, SQLite and 15+ more databases like DuckDB, ClickHouse, Redis and Firestore. Built-in MCP server for Claude, Cursor and Devin, SQL notebooks and visual EXPLAIN."
231,170,82527,TypeScript,OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,,2026-07-29T20:54:35Z,🙌 OpenHands: AI-Driven Development
232,170,972,TypeScript,darkroomengineering/satus,https://github.com/darkroomengineering/satus,starter;boilerplate;starter-kit;erp,2026-07-29T19:26:09Z,Advanced Next.js App Router starter for content-driven sites
233,170,565,TypeScript,expo-starter/expo-local-first-template,https://github.com/expo-starter/expo-local-first-template,starter;boilerplate;erp,2025-10-19T13:15:31Z,"📱 A template for bootstrap your next Expo project: Bun, Expo 54, TypeScript, TailwindCSS, DrizzleORM, Sqlite, EAS, GitHub Actions, Env Vars, expo-router, react-hook-form."
234,170,509,TypeScript,flaviuse/mern-authentication,https://github.com/flaviuse/mern-authentication,boilerplate;erp;auth,2026-07-29T05:23:38Z,"MERN stack authentication boilerplate: password reset, email verification, server sessions, redux, typescript, hooks and docker for dev and prod."
235,170,2998,TypeScript,mickasmt/next-saas-stripe-starter,https://github.com/mickasmt/next-saas-stripe-starter,saas;starter;auth;stripe,2024-08-16T14:36:10Z,"Open-source SaaS Starter with User Roles & Admin Panel. Built using Next.js 14, Prisma, Neon, Auth.js v5, Resend, React Email, Shadcn/ui, Stripe, Server Actions."
236,170,910,TypeScript,2aronS/Duel-Agents,https://github.com/2aronS/Duel-Agents,cursor,2026-06-29T15:48:43Z,"CLI, SDK, and IDE plugins for Duel Agents"
237,170,855,TypeScript,hoangsonww/Claude-Code-Agent-Monitor,https://github.com/hoangsonww/Claude-Code-Agent-Monitor,,2026-07-28T05:39:30Z,"🚀 A real-time monitoring dashboard for Claude Code, built with SQLite3, Node.js, Express, React, Vite, TailwindCSS, and WebSockets. It tracks sessions, agent activity, tool usage, and subagent orchestration, providing live analytics, a Kanban status board, status notifications, a cute buddy, and an interactive web UI/MacOS/Windows native app."
238,170,807,JavaScript,SethGammon/Citadel,https://github.com/SethGammon/Citadel,mcp,2026-07-25T14:42:38Z,"The operating layer for Claude Code + OpenAI Codex: persistent project memory, intent routing, safety hooks, cost telemetry, and parallel agent fleets."
239,169,12593,TypeScript,Portkey-AI/gateway,https://github.com/Portkey-AI/gateway,mcp,2026-05-25T13:54:51Z,"A blazing fast AI Gateway with integrated guardrails. Route to 1,600+ LLMs, 50+ AI Guardrails with 1 fast & friendly API."
240,169,4356,TypeScript,brocoders/nestjs-boilerplate,https://github.com/brocoders/nestjs-boilerplate,boilerplate;erp;auth,2026-07-29T21:17:45Z,"NestJS boilerplate. Auth, TypeORM, Mongoose, Postgres, MongoDB, Mailing, I18N, Docker."
241,169,2112,TypeScript,agmmnn/tauri-ui,https://github.com/agmmnn/tauri-ui,starter;boilerplate;erp,2026-04-20T13:20:20Z,"🦀 Tauri + shadcn/ui starter. Pick your framework and start building. Vite, Next.js, React Router, Astro, TanStack Start."
242,169,846,TypeScript,notrab/headless-dropshipping-starter,https://github.com/notrab/headless-dropshipping-starter,starter;boilerplate;erp;stripe,2026-07-25T22:15:03Z,"Sell one off drops, or run your own store with 1000's of products print on demand."
243,169,1557,TypeScript,reliverse/relivator,https://github.com/reliverse/relivator,saas;starter;boilerplate;ecommerce;e-commerce;erp;auth;stripe;payments,2025-10-04T13:33:55Z,"🏬 relivator: next.js 15 react 19 ecommerce template ▲ better-auth polar shadcn/ui tailwind drizzle orm typescript ts radix, postgres neon, app router saas commerce ecommerce shop pricing payments dark mode full stack free ⭐ more stars 👉 more features"
244,169,276,JavaScript,themefisher/bigspring-light-nextjs,https://github.com/themefisher/bigspring-light-nextjs,saas;starter;agency,2026-06-28T10:43:46Z,"The Bigspring Nextjs Template Perfect For  Creative Agency, Marketing Agency, Design Studios, Digital Marketing Agencies, Saas and other business service websites"
245,169,535,TypeScript,Taskosaur/Taskosaur,https://github.com/Taskosaur/Taskosaur,saas;self-hosted,2026-07-21T05:56:28Z,Open Source Project Management with Conversational AI Task Execution. Built for teams who want conversational workflow management alongside traditional PM features. Self-hostable with modular architecture.
246,169,7338,TypeScript,mnfst/manifest,https://github.com/mnfst/manifest,subscription,2026-07-29T20:15:19Z,Connect Your Agents And Harnesses With Any Provider 🦚
247,169,6685,TypeScript,BlockRunAI/ClawRouter,https://github.com/BlockRunAI/ClawRouter,payments,2026-07-27T18:39:01Z,"The agent-native LLM router for autonomous agents. 66 models (8 free), <1ms local routing, USDC payments on Base & Solana via x402."
248,169,2098,TypeScript,cyberagiinc/DevDocs,https://github.com/cyberagiinc/DevDocs,mcp;cursor,2026-02-04T16:24:24Z,"Completely free, private, UI based Tech Documentation MCP server. Designed for coders and software developers in mind. Easily integrate into Cursor, Windsurf, Cline, Roo Code, Claude Desktop App "
249,169,1520,TypeScript,PaperDebugger/paperdebugger,https://github.com/PaperDebugger/paperdebugger,mcp,2026-07-03T09:00:59Z,"A Plugin-Based Multi-Agent System for In-Editor Academic Writing, Review, and Editing"
250,169,1480,TypeScript,theopenco/llmgateway,https://github.com/theopenco/llmgateway,erp,2026-07-29T18:26:57Z,"Route, manage, and analyze your LLM requests across multiple providers with a unified API interface."
251,168,451,TypeScript,makerkit/nextjs-saas-starter-kit-lite,https://github.com/makerkit/nextjs-saas-starter-kit-lite,saas;starter;boilerplate;starter-kit;starter kit;erp,2026-01-21T11:55:24Z,Lite version of the Makerkit SaaS Starter Kit based on Next.js and Supabase
252,168,422,TypeScript,adminmart/Modernize-Nextjs-Free,https://github.com/adminmart/Modernize-Nextjs-Free,starter;boilerplate;erp;admin-dashboard,2025-11-21T13:11:37Z,"Modernize Next.js Free is a developer-friendly admin dashboard template built with Next.js, MUI, and Tailwind CSS. Designed for scalability, performance, and SEO, it helps developers create modern web apps faster with reusable components, clean architecture, and responsive UI for real projects."
253,168,663,TypeScript,pdovhomilja/nextcrm-app,https://github.com/pdovhomilja/nextcrm-app,crm;auth,2026-07-28T10:21:36Z,"NextCRM — Open-source CRM built with Next.js 16, React 19, PostgreSQL, Prisma 7, and shadcn/ui. CRM, projects, invoicing, documents, email client & AI features."
254,168,3427,TypeScript,langwatch/langwatch,https://github.com/langwatch/langwatch,low-code,2026-07-29T18:53:14Z,The platform for LLM evaluations and AI agent testing
255,168,1081,TypeScript,StreetLamb/tribe,https://github.com/StreetLamb/tribe,low-code;no-code;chatbot,2025-10-27T07:30:01Z,Low code tool to rapidly build and coordinate multi-agent teams
256,168,1041,TypeScript,wrtnlabs/agentica,https://github.com/wrtnlabs/agentica,chatbot,2026-05-25T02:30:35Z,TypeScript AI AI Function Calling Framework enhanced by compiler skills.
257,168,813,TypeScript,Orkas-AI/Orkas,https://github.com/Orkas-AI/Orkas,,2026-07-29T11:53:19Z,"Open-source multi-agent AI desktop client — build and command your AI agent team through conversation. A commander LLM dispatches sub-agents in parallel or in series; agents self-evolve via reflection and skill crystallization. Local-first, BYO LLM keys (Claude · OpenAI · Gemini · DeepSeek · Kimi · GLM · Qwen). macOS / Windows / Linux."
258,167,31057,TypeScript,iOfficeAI/AionUi,https://github.com/iOfficeAI/AionUi,chatbot,2026-07-29T18:36:56Z,"Free, local, open-source 24/7 Cowork app for OpenClaw, Hermes Agent, Claude Code, Codex, OpenCode, Gemini CLI and 20+ more CLI | Customize your assistants | Star if you like it!"
259,167,13404,TypeScript,waooAI/waoowaoo,https://github.com/waooAI/waoowaoo,,2026-07-29T17:37:41Z,首家工业级全流程 AI 影视生产平台。Industry-first professional AI Agent platform for controllable film & video production. From shorts to live-action with Hollywood-standard workflows.
260,167,232,TypeScript,nocode-js/nocode-platform-boilerplate,https://github.com/nocode-js/nocode-platform-boilerplate,starter;boilerplate;erp;no-code,2026-07-05T17:29:40Z,Powerfull no-code platform boilerplate. Clone this repo and start your no-code platform today. Next.js + Tailwindcss + TypeScript + NoCode JS components. Check out https://nocode-js.com
261,167,224,TypeScript,hadrysm/nextjs-boilerplate,https://github.com/hadrysm/nextjs-boilerplate,starter;boilerplate;erp,2026-07-28T01:31:42Z,"🚀 Next.js 16+ boilerplate with typescript, husky, lint-staged, biome, vitest, react-testing-library, storybook, and GH actions."
262,167,6079,TypeScript,UfoMiao/zcf,https://github.com/UfoMiao/zcf,,2026-07-28T02:35:44Z,Zero-Config Code Flow for Claude code & Codex
263,167,3159,TypeScript,giancarloerra/SocratiCode,https://github.com/giancarloerra/SocratiCode,erp;mcp,2026-07-29T11:45:21Z,"Enterprise-grade (40m+ LOC) codebase intelligence, zero-setup, local & private Plugin/Skill/Extension or MCP: hybrid semantic search, polyglot dependency graphs, symbol-level impact analysis & call-flow, interactive HTML viewer, cross-project & branch-aware search, DB/API/infra knowledge. 61% less tokens, 84% fewer calls, 37x faster. Cloud in beta."
264,166,4954,TypeScript,tech-leads-club/agent-skills,https://github.com/tech-leads-club/agent-skills,cursor,2026-07-28T20:47:44Z,"The secure, validated skill registry for professional AI coding agents. Extend Antigravity, Claude Code, Cursor, Copilot and more with absolute confidence."
265,166,2926,TypeScript,zenstackhq/zenstack,https://github.com/zenstackhq/zenstack,saas;auth,2026-07-29T13:34:02Z,"Modern data layer for TypeScript apps - type-safe ORM, built-in access control, automatic query services"
266,166,2181,TypeScript,abhijithvijayan/web-extension-starter,https://github.com/abhijithvijayan/web-extension-starter,starter;boilerplate;erp,2026-03-25T21:59:29Z,"🖥🔋Web Extension starter to build ""Write Once Run on Any Browser"" extension"
267,166,882,TypeScript,ConduitPlatform/Conduit,https://github.com/ConduitPlatform/Conduit,cms;auth;low-code;self-hosted,2026-07-28T17:19:42Z,Batteries-included backend that works with any stack.
268,166,2092,TypeScript,MCPJam/inspector,https://github.com/MCPJam/inspector,auth;oauth;mcp,2026-07-29T21:19:11Z,"Testing and evaluation platform to chat, inspect, and debug MCP servers, MCP apps, and ChatGPT apps."
269,166,2919,JavaScript,dwgx/WindsurfAPI,https://github.com/dwgx/WindsurfAPI,self-hosted;cursor,2026-07-28T18:25:01Z,"Turn Windsurf / Devin Desktop's 100+ AI models (Claude, GPT, Gemini, DeepSeek, Kimi, GLM, SWE) into OpenAI-, Anthropic- & Gemini-compatible APIs. Zero-dependency self-hosted reverse proxy for Claude Code, Cline & Cursor. 把 Windsurf/Devin 云端 100+ 模型变成三套兼容 API。"
270,166,900,TypeScript,thesongzhu/Friday,https://github.com/thesongzhu/Friday,self-hosted,2026-07-20T18:10:47Z,Private control plane for AI agents 
271,166,2780,TypeScript,sahibzada-allahyar/YC-Killer,https://github.com/sahibzada-allahyar/YC-Killer,erp;mcp,2026-05-11T01:31:10Z,"A library of enterprise-grade AI agents designed to democratize artificial intelligence and provide free, open-source alternatives to overvalued Y Combinator startups. If you are excited about democratizing AI access & AI agents, please star ⭐️ this repository and apply using the link in the readme to join our open source AI research team."
272,166,1593,TypeScript,arabold/docs-mcp-server,https://github.com/arabold/docs-mcp-server,mcp;cursor,2026-07-26T09:57:46Z,"Grounded Docs MCP Server: Open-Source Alternative to Context7, Nia, and Ref.Tools"
273,166,1153,TypeScript,AI-QL/tuui,https://github.com/AI-QL/tuui,mcp,2026-05-14T09:02:28Z,"A desktop MCP client designed as a tool unitary utility integration, accelerating AI adoption through the Model Context Protocol (MCP) and enabling cross-vendor LLM API orchestration."
274,165,42298,JavaScript,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,,2026-07-29T05:41:15Z,"Marketing skills for Claude Code and AI agents. CRO, copywriting, SEO, analytics, and growth engineering."
275,165,962,JavaScript,developit/preact-boilerplate,https://github.com/developit/preact-boilerplate,starter;boilerplate;erp,2025-09-12T07:25:52Z,":guitar: Ready-to-rock Preact starter project, powered by Webpack."
276,165,1877,TypeScript,dashpresshq/dashpress,https://github.com/dashpresshq/dashpress,admin-dashboard;internal-tool;low-code;no-code,2024-12-21T19:41:59Z,Generate powerful admin apps without writing a single line of code - Run `npx dashpress` to see some magic! 
277,165,2544,JavaScript,brightdata/brightdata-mcp,https://github.com/brightdata/brightdata-mcp,mcp,2026-07-27T12:20:50Z,A powerful Model Context Protocol (MCP) server that provides an all-in-one solution for public web access.
278,165,2462,TypeScript,mattzcarey/shippie,https://github.com/mattzcarey/shippie,mcp,2026-07-28T16:30:36Z,extendable code review and QA agent 🚢
279,165,1379,TypeScript,hesamsheikh/octogent,https://github.com/hesamsheikh/octogent,,2026-04-20T17:25:35Z,"A thin orchestration dashboard over Claude Code for managing context, automation, and developer headspace. You need tentacles. 🦑"
280,165,1357,TypeScript,ntegrals/10x,https://github.com/ntegrals/10x,erp;self-hosted,2026-01-05T01:46:15Z,"⚡️ 10x - Up to 20x faster AI coding with multi-step Superpowers. Open-source agent with smart model routing, BYOK, fully self-hosted."
281,165,3231,TypeScript,davepoon/buildwithclaude,https://github.com/davepoon/buildwithclaude,marketplace;mcp,2026-07-28T02:04:12Z,"A single hub to find Claude Skills, Agents, Commands, Hooks, Plugins, and Marketplace collections to extend Claude Code, Claude Desktop, Agent SDK and OpenClaw"
282,165,633,TypeScript,swarmclawai/swarmvault,https://github.com/swarmclawai/swarmvault,mcp,2026-06-30T20:28:43Z,"The local-first LLM Wiki: open-source knowledge graph builder, RAG knowledge base, and agent memory store. Built on Andrej Karpathy's pattern. An Obsidian alternative for personal knowledge management, AI second brain, and durable Claude Code / Codex / OpenClaw memory."
283,164,38167,TypeScript,Yeachan-Heo/oh-my-claudecode,https://github.com/Yeachan-Heo/oh-my-claudecode,,2026-07-29T20:52:44Z,Teams-first Multi-agent orchestration for Claude Code
284,164,2120,TypeScript,guocaoyi/create-chrome-ext,https://github.com/guocaoyi/create-chrome-ext,starter;boilerplate;erp,2025-08-23T01:22:47Z,🍺 Scaffolding your Chrome extension! Boilerplates: react \ vue \ svelte \ solid \ preact \ alpine \ lit \ stencil \ inferno \ vanilla
285,164,304,TypeScript,pdsuwwz/nextjs-nextra-starter,https://github.com/pdsuwwz/nextjs-nextra-starter,saas;starter,2026-06-24T02:26:48Z,"🔥 面向独立开发者与小团队的 Next.js (v16) 快速启动模板: 集成 Tailwind CSS (v4)、React (v19)、Nextra (v4)、TypeScript、Shadcn UI、Radix UI、Aceternity UI、Sass、ESLint (v9)、Iconify 与 i18n 多语言。覆盖个人博客、技术文档、产品官网与 AI SaaS 落地页等核心场景，提供响应式设计、暗黑模式、鉴权示例与项目蒸馏 Skill，开箱即用、工程化完善, Deployed on Netlify and Vercel."
286,164,3815,JavaScript,1186258278/OpenClawChineseTranslation,https://github.com/1186258278/OpenClawChineseTranslation,chatbot,2026-07-23T17:47:02Z,🦞 OpenClaw (Clawdbot/Moltbot) 汉化版 - 开源个人 AI 助手中文版 | Claude/ChatGPT LLM 接入 | WhatsApp/Telegram/Discord 多平台 | 每小时自动同步 | CLI + Dashboard 全中文 | 全流程搭建教程，以及排错指南！
287,164,1300,TypeScript,cloudflare/agents-starter,https://github.com/cloudflare/agents-starter,starter;starter kit,2026-07-24T11:48:59Z,A starter kit for building ai agents on Cloudflare
288,164,7066,TypeScript,enricoros/big-AGI,https://github.com/enricoros/big-AGI,erp,2026-07-28T06:20:33Z,"AI suite powered by state-of-the-art models and providing advanced AI/AGI functions. Includes AI personas, AGI functions, world-class Beam multi-model chats, text-to-image, voice, response streaming, code highlighting and execution, PDF import, presets for developers, much more. Deploy on-prem or in the cloud."
289,164,1454,TypeScript,ghostwright/phantom,https://github.com/ghostwright/phantom,mcp,2026-06-16T21:26:09Z,"An AI co-worker with its own computer. Self-evolving, persistent memory, MCP server, secure credential collection, email identity. Built on the Claude Agent SDK."
290,164,1258,TypeScript,Houseofmvps/codesight,https://github.com/Houseofmvps/codesight,mcp;cursor,2026-07-27T13:30:50Z,"Universal AI context generator. Saves thousands of tokens per conversation in Claude Code, Cursor, Copilot, Codex, and more."
291,164,1189,TypeScript,AtomicBot-ai/Atomic-Chat,https://github.com/AtomicBot-ai/Atomic-Chat,self-hosted;mcp,2026-07-29T17:35:36Z,"Local AI app and inference engine for agents. Run open-weight LLMs locally — private, 100% offline on your computer."
292,163,38616,TypeScript,heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,mcp,2026-07-29T21:06:58Z,Write HTML. Render video. Built for agents.
293,163,1439,TypeScript,adrianhajdin/ecommerce,https://github.com/adrianhajdin/ecommerce,cms;ecommerce;e-commerce;stripe,2024-10-29T08:39:43Z,"Learn how to build an incredible e-commerce webshop with an admin dashboard and CMS using Next 14, Stripe, TypeScript, and Payload CMS."
294,163,18886,TypeScript,baidu/amis,https://github.com/baidu/amis,low-code;no-code,2026-03-18T14:07:40Z,前端低代码框架，通过 JSON 配置就能生成各种页面。
295,163,6558,TypeScript,vas3k/TaxHacker,https://github.com/vas3k/TaxHacker,invoice;self-hosted,2026-07-27T15:37:34Z,"Self-hosted AI accounting app. LLM analyzer for receipts, invoices, transactions with custom prompts and categories"
296,163,6014,TypeScript,Helicone/helicone,https://github.com/Helicone/helicone,,2026-07-25T01:10:06Z,"🧊 Open source LLM observability platform. One line of code to monitor, evaluate, and experiment. YC W23 🍓"
297,163,1111,JavaScript,MoizIbnYousaf/Ai-Agent-Skills,https://github.com/MoizIbnYousaf/Ai-Agent-Skills,mcp;cursor,2026-05-05T09:57:12Z,"Universal skill installer and package manager for AI coding agents. One command, 12+ runtimes. npx ai-agent-skills"
298,163,1042,TypeScript,ZhangJinHaHaHa/AgentLens,https://github.com/ZhangJinHaHaHa/AgentLens,marketplace,2026-07-27T14:19:49Z,"Agentlens is a trusted agent trading platform.  Here, you can quickly find the Agent that meets your needs, and you can also publish your own Agent to turn it into your digital asset.  We encourage everyone to transform their areas of expertise into Agents and turn them into digital assets, allowing others to see your unique strengths."
299,162,739,TypeScript,lmsqueezy/nextjs-billing,https://github.com/lmsqueezy/nextjs-billing,starter;auth,2026-06-17T10:46:18Z,Next.js billing app with Lemon Squeezy
300,162,1781,JavaScript,xu-xiang/everything-claude-code-zh,https://github.com/xu-xiang/everything-claude-code-zh,mcp,2026-03-05T01:45:41Z,"everything-claude-code 中文翻译项目：完整的 Claude Code 配置集合（agents, skills, hooks, commands, rules, MCPs）。源自 Anthropic 黑客松获胜者的实战配置，助力中文工程师高效理解与使用 Claude Code。"
